Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Average_Estimator
7621,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7622,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7623,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7624,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7625,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7626,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7627,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7628,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7629,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7630,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7631,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7632,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7633,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7634,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7635,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7636,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7637,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7638,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7639,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7640,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7641,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7642,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7643,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7644,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7645,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7646,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7647,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7648,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7649,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7650,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7651,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7652,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7653,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7654,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7655,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7656,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7657,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7658,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7659,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7660,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7661,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7662,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7663,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7664,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7665,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7666,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7667,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7668,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7669,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7670,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7671,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7672,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7673,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7674,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7675,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7676,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7677,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7678,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7679,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7680,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7681,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7682,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7683,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7684,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7685,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7686,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7687,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7688,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7689,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7690,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7691,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7692,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7693,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7694,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7695,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7696,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7697,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7698,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7699,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7700,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7701,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7702,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7703,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7704,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7705,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7706,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
7707,4095,4095,16383,16383,16383,16383,2047,4095,4095,2047,8191,4095,2047,8191,2047,4095,8191,8191,8191,4095,16383,8191,4095,4095,8191,8191,4095,2047,2047,8191,8191,4095,16383,4095,16383,4095,4095,16383,2047,4095,8191,4095,4095,2047,2047,8191,4095,16383,4095,16383,7167
