Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Estimator_51,Estimator_52,Estimator_53,Estimator_54,Estimator_55,Estimator_56,Estimator_57,Estimator_58,Estimator_59,Estimator_60,Estimator_61,Estimator_62,Estimator_63,Estimator_64,Estimator_65,Estimator_66,Estimator_67,Estimator_68,Estimator_69,Estimator_70,Estimator_71,Estimator_72,Estimator_73,Estimator_74,Estimator_75,Average_Estimator
2501,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2502,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2503,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2504,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2505,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2506,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2507,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2508,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2509,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2510,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2511,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2512,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2513,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2514,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2515,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2516,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2517,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2518,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2519,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2520,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2521,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2522,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2523,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,2047,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2647.75
2524,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2525,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2526,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2527,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2528,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2529,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2530,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2531,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2532,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2533,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2534,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2535,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2536,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2537,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2538,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2539,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2540,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2541,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,1023,2047,2047,2675.05
2542,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2543,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2544,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2545,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2546,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2547,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2548,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2549,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2550,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2551,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2552,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2553,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2554,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2555,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2556,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
2557,2047,4095,1023,1023,4095,4095,4095,8191,2047,4095,2047,4095,4095,2047,2047,2047,1023,1023,2047,2047,2047,2047,4095,2047,4095,8191,2047,1023,1023,2047,2047,2047,2047,2047,2047,8191,1023,2047,1023,8191,1023,2047,8191,4095,2047,1023,2047,2047,4095,1023,2047,2047,1023,1023,2047,2047,2047,1023,4095,4095,2047,4095,2047,4095,1023,4095,4095,1023,1023,2047,2047,2047,2047,2047,2047,2688.71
